"","Zipcode","City","State","Lat","Long","TaxReturnsFiled","EstimatedPopulation","TotalWages"
"34694",49862,"MUNISING","MI",46.4,-86.59,1976,3436,54097196
"34695",49440,"MUSKEGON","MI",43.22,-86.25,409,603,6893175
"34696",49441,"MUSKEGON","MI",43.22,-86.25,17321,29547,565270175
"34697",49442,"MUSKEGON","MI",43.22,-86.25,16503,28709,401695752
"34699",49444,"MUSKEGON","MI",43.22,-86.25,10403,18240,273886215
"34700",49445,"MUSKEGON","MI",43.22,-86.25,10135,18427,372164205
"34703",49073,"NASHVILLE","MI",42.6,-85.09,2183,4000,63435752
"34704",48748,"NATIONAL CITY","MI",44.23,-83.71,838,1460,13006702
"34705",49762,"NAUBINWAY","MI",46.11,-85.45,310,543,5863212
"34707",49866,"NEGAUNEE","MI",46.49,-87.59,3806,6861,131425161
"34708",49337,"NEWAYGO","MI",43.42,-85.8,5293,9582,147023249
"34709",49868,"NEWBERRY","MI",46.35,-85.5,2020,3549,51918270
"34710",49117,"NEW BUFFALO","MI",41.79,-86.74,1910,3094,64576274
"34711",49446,"NEW ERA","MI",43.55,-86.34,1035,1898,29211946
"34713",49120,"NILES","MI",41.83,-86.24,16865,29740,557018619
"34715",49670,"NORTHPORT","MI",45.13,-85.61,977,1656,23054468
"34717",49870,"NORWAY","MI",45.8,-87.91,1685,2890,47093831
"34719",49448,"NUNICA","MI",43.07,-86.06,1592,2865,53474453
"34720",48649,"OAKLEY","MI",43.14,-84.16,838,1505,22849074
"34723",48864,"OKEMOS","MI",42.7,-84.41,9147,16361,594134248
"34725",49076,"OLIVET","MI",42.44,-84.92,1766,3277,58184953
"34727",48749,"OMER","MI",44.04,-83.85,549,952,13287085
"34728",49765,"ONAWAY","MI",45.35,-84.22,1705,3049,37091497
"34729",49675,"ONEKAMA","MI",44.36,-86.2,582,998,18409923
"34730",49953,"ONTONAGON","MI",46.86,-89.31,1388,2388,35858919
"34731",48865,"ORLEANS","MI",43.06,-85.13,780,1447,20197678
"34732",48750,"OSCODA","MI",44.42,-83.33,4268,7173,77451542
"34734",49766,"OSSINEKE","MI",44.9,-83.43,1183,2134,29264061
"34735",49078,"OTSEGO","MI",42.45,-85.69,4310,7773,146196714
"34736",48866,"OVID","MI",43,-84.37,2168,4004,68021658
"34737",48754,"OWENDALE","MI",43.72,-83.26,456,820,11784555
"34738",48867,"OWOSSO","MI",42.99,-84.17,13120,22924,377980132
"34742",49338,"PARIS","MI",43.77,-85.5,889,1599,24885752
"34743",49079,"PAW PAW","MI",42.21,-85.89,6340,11301,216424897
"34744",49958,"PELKIE","MI",46.82,-88.63,565,1014,15883307
"34745",49769,"PELLSTON","MI",45.55,-84.78,782,1405,17632915
"34746",49449,"PENTWATER","MI",43.78,-86.43,1388,2354,30460132
"34748",48871,"PERRINTON","MI",43.18,-84.67,917,1699,29512092
"34750",48872,"PERRY","MI",42.82,-84.22,3457,6386,130622045
"34751",49770,"PETOSKEY","MI",45.36,-84.95,8714,14819,310720648
"34752",48873,"PEWAMO","MI",43,-84.84,687,1283,24565097
"34753",49774,"PICKFORD","MI",46.16,-84.36,868,1603,25833255
"34754",49339,"PIERSON","MI",43.31,-85.49,1034,1962,35336151
"34755",48755,"PIGEON","MI",43.82,-83.27,1689,2936,42881653
"34756",48650,"PINCONNING","MI",43.85,-83.96,3614,6350,100917544
"34757",49080,"PLAINWELL","MI",42.44,-85.64,7263,13032,264996250
"34760",49081,"PORTAGE","MI",42.2,-85.59,344,533,10803846
"34761",48875,"PORTLAND","MI",42.87,-84.9,4687,8638,181474083
"34762",49776,"POSEN","MI",45.26,-83.69,885,1566,21866631
"34763",48876,"POTTERVILLE","MI",42.62,-84.74,1861,3389,66908759
"34764",49874,"POWERS","MI",45.68,-87.52,448,787,11313627
"34765",48756,"PRESCOTT","MI",44.19,-83.93,1746,3059,28966921
"34766",49777,"PRESQUE ISLE","MI",45.3,-83.46,794,1437,21749266
"34767",48651,"PRUDENVILLE","MI",44.3,-84.66,2178,3657,33965182
"34768",49450,"PULLMAN","MI",42.48,-86.09,1204,2303,28187524
"34769",49082,"QUINCY","MI",41.94,-84.88,2741,5008,79901119
"34770",49876,"QUINNESEC","MI",45.8,-87.99,616,1117,19265318
"34772",49676,"RAPID CITY","MI",44.83,-85.28,1574,2766,41668703
"34773",49878,"RAPID RIVER","MI",45.92,-86.97,1740,3098,49890911
"34774",49451,"RAVENNA","MI",43.18,-85.94,2722,5145,92341668
"34775",49677,"REED CITY","MI",43.87,-85.5,2863,5118,78371994
"34776",48757,"REESE","MI",43.45,-83.68,1944,3444,56167914
"34777",49340,"REMUS","MI",43.61,-85.1,1321,2373,34267317
"34778",49879,"REPUBLIC","MI",46.4,-87.98,485,861,12283530
"34779",48613,"BENTLEY","MI",43.94,-84.13,516,966,14316908
"34780",48652,"RHODES","MI",43.9,-84.18,791,1437,23753720
"34781",49083,"RICHLAND","MI",42.37,-85.45,3464,6387,209396589
"34783",48877,"RIVERDALE","MI",43.38,-84.83,994,1862,26716044
"34785",49880,"ROCK","MI",46.06,-87.16,500,888,12975275
"34786",49341,"ROCKFORD","MI",43.12,-85.55,15131,29358,768396671
"34789",49342,"RODNEY","MI",43.67,-85.32,686,1241,19404743
"34790",49779,"ROGERS CITY","MI",45.42,-83.81,2261,3945,52424806
"34791",48653,"ROSCOMMON","MI",44.49,-84.58,4473,7846,103814357
"34792",48878,"ROSEBUSH","MI",43.69,-84.76,751,1351,22349064
"34793",48654,"ROSE CITY","MI",44.42,-84.11,1137,2012,23244125
"34794",49452,"ROTHBURY","MI",43.5,-86.34,871,1585,23156516
"34795",49780,"RUDYARD","MI",46.23,-84.6,819,1535,24979769
"34796",48601,"SAGINAW","MI",43.41,-83.94,15412,26197,279948908
"34797",48602,"SAGINAW","MI",43.41,-83.94,12721,21079,308745331
"34798",48603,"SAGINAW","MI",43.41,-83.94,13526,22938,497254471
"34799",48604,"SAGINAW","MI",43.41,-83.94,4830,8209,127550974
"34802",48607,"SAGINAW","MI",43.41,-83.94,584,871,7579846
"34804",48609,"SAGINAW","MI",43.41,-83.94,6412,11182,238655183
"34805",48638,"SAGINAW","MI",43.41,-84.02,6366,10702,214483437
"34808",48655,"SAINT CHARLES","MI",43.29,-84.14,3001,5465,88295191
"34809",48656,"SAINT HELEN","MI",44.36,-84.41,1800,3072,28182879
"34810",49781,"SAINT IGNACE","MI",45.86,-84.72,2260,3729,52437932
"34811",49782,"BEAVER ISLAND","MI",45.65,-85.55,346,575,5650743
"34812",48879,"SAINT JOHNS","MI",43,-84.55,8326,15165,301991004
"34813",49085,"SAINT JOSEPH","MI",42.03,-86.45,11881,20883,597781521
"34814",48880,"SAINT LOUIS","MI",43.4,-84.61,2994,5361,85815419
"34815",49343,"SAND LAKE","MI",43.29,-85.51,2524,4652,82745336
"34816",48657,"SANFORD","MI",43.67,-84.38,3840,6958,142172698
"34817",48881,"SARANAC","MI",42.92,-85.2,2438,4526,86929200
"34818",49453,"SAUGATUCK","MI",42.65,-86.2,1501,2429,58314467
"34819",49783,"SAULT SAINTE MARIE","MI",46.48,-84.36,8986,15048,254516205
"34823",49788,"KINCHELOE","MI",46.24,-84.49,915,1690,22174106
"34824",49125,"SAWYER","MI",41.86,-86.55,1009,1706,30285943
"34825",49087,"SCHOOLCRAFT","MI",42.11,-85.63,2962,5556,135922106
"34826",49088,"SCOTTS","MI",42.19,-85.41,1864,3473,77657712
"34827",49454,"SCOTTVILLE","MI",43.95,-86.28,2108,3847,56437606
"34828",49679,"SEARS","MI",43.89,-85.18,569,1067,11722271
"34829",48759,"SEBEWAING","MI",43.73,-83.45,1720,2983,44833066
"34832",49455,"SHELBY","MI",43.61,-86.35,2227,4142,58487281
"34833",49344,"SHELBYVILLE","MI",42.59,-85.63,1568,2861,54667831
"34834",48883,"SHEPHERD","MI",43.52,-84.69,3322,6035,103222976
"34835",48884,"SHERIDAN","MI",43.21,-85.07,1883,3469,47314932
"34836",49089,"SHERWOOD","MI",42,-85.24,778,1412,21152261
"34839",48885,"SIDNEY","MI",43.25,-85.13,423,787,11840438
"34840",48760,"SILVERWOOD","MI",43.3,-83.27,557,1040,14055775
"34841",48886,"SIX LAKES","MI",43.42,-85.15,915,1630,21764179
"34842",49885,"SKANDIA","MI",46.38,-87.23,809,1486,26231099
"34844",49126,"SODUS","MI",42.03,-86.38,635,1114,15918190
"34845",49680,"SOUTH BOARDMAN","MI",44.63,-85.25,869,1603,24305129
"34846",48761,"SOUTH BRANCH","MI",44.46,-83.88,433,747,4814037
"34847",49090,"SOUTH HAVEN","MI",42.4,-86.27,6514,11182,197924642
"34848",49963,"SOUTH RANGE","MI",47.07,-88.64,437,738,10075418
"34850",49345,"SPARTA","MI",43.15,-85.7,5986,10889,210192427
"34851",49456,"SPRING LAKE","MI",43.07,-86.19,8892,15900,397822717
"34853",48762,"SPRUCE","MI",44.83,-83.46,570,1015,12119771
"34855",48658,"STANDISH","MI",43.98,-83.96,2395,4221,58828157
"34856",48888,"STANTON","MI",43.29,-85.07,2815,5074,68280886
"34857",49346,"STANWOOD","MI",43.58,-85.44,2426,4468,59707806
"34858",49887,"STEPHENSON","MI",45.41,-87.6,1065,1891,26108281
"34859",48659,"STERLING","MI",44.03,-84.02,1258,2307,32855223
"34860",49127,"STEVENSVILLE","MI",42.01,-86.52,5368,9597,268097800
"34861",49091,"STURGIS","MI",41.8,-85.42,8838,15930,255609032
"34862",48889,"SUMNER","MI",43.3,-84.81,620,1188,17974622
"34863",48890,"SUNFIELD","MI",42.76,-84.99,965,1782,30573241
"34864",49682,"SUTTONS BAY","MI",44.97,-85.65,2218,3847,61015569
"34865",48763,"TAWAS CITY","MI",44.27,-83.51,2271,3972,52948794
"34867",49092,"TEKONSHA","MI",42.09,-84.98,1017,1824,28198258
"34868",49683,"THOMPSONVILLE","MI",44.52,-85.93,949,1680,22445119
"34869",49128,"THREE OAKS","MI",41.79,-86.61,1838,3129,51197665
"34870",49093,"THREE RIVERS","MI",41.94,-85.63,8101,14374,257947996
"34874",49684,"TRAVERSE CITY","MI",44.75,-85.6,19086,32444,650020929
"34875",49685,"TRAVERSE CITY","MI",44.75,-85.6,583,852,18536536
"34876",49686,"TRAVERSE CITY","MI",44.75,-85.6,16246,27152,551874464
"34877",49696,"TRAVERSE CITY","MI",44.75,-85.6,301,446,7770807
"34878",49891,"TRENARY","MI",46.2,-86.97,299,549,7028109
"34881",49347,"TRUFANT","MI",43.31,-85.35,586,1081,16544327
"34882",48765,"TURNER","MI",44.14,-83.78,324,584,6273098
"34883",49688,"TUSTIN","MI",44.1,-85.45,1180,2210,34913256
"34884",48766,"TWINING","MI",44.11,-83.8,601,1067,12876925
"34885",49457,"TWIN LAKE","MI",43.36,-86.17,4617,8627,155552839
"34886",49094,"UNION CITY","MI",42.06,-85.14,1855,3344,52923223
"34887",49129,"UNION PIER","MI",41.81,-86.68,321,517,10750984
"34888",48767,"UNIONVILLE","MI",43.65,-83.46,1049,1896,31902240
"34889",49095,"VANDALIA","MI",41.91,-85.91,887,1576,29778375
"34890",49795,"VANDERBILT","MI",45.14,-84.66,903,1583,21539572
"34891",48768,"VASSAR","MI",43.37,-83.57,4709,8519,133081456
"34892",49096,"VERMONTVILLE","MI",42.62,-85.02,1442,2678,47733287
"34893",48891,"VESTABURG","MI",43.39,-84.9,1204,2251,31708710
"34894",49097,"VICKSBURG","MI",42.12,-85.53,4995,9161,192356663
"34896",49892,"VULCAN","MI",45.78,-87.87,903,1605,29571855
"34897",49968,"WAKEFIELD","MI",46.47,-89.93,960,1622,24324064
"34899",49459,"WALKERVILLE","MI",43.71,-86.12,571,1056,13068622
"34900",49893,"WALLACE","MI",45.35,-87.61,882,1577,26779722
"34901",49796,"WALLOON LAKE","MI",45.26,-84.91,279,468,7198192
"34903",49969,"WATERSMEET","MI",46.27,-89.18,547,924,10579001
"34904",49098,"WATERVLIET","MI",42.18,-86.25,2738,4796,75617162
"34906",49348,"WAYLAND","MI",42.67,-85.64,5461,9993,189184338
"34907",48892,"WEBBERVILLE","MI",42.66,-84.18,2127,3864,74773727
"34908",48893,"WEIDMAN","MI",43.69,-84.97,2424,4421,71067272
"34909",49894,"WELLS","MI",45.78,-87.06,385,661,10172599
"34910",49689,"WELLSTON","MI",44.21,-85.95,674,1176,13161694
"34911",48661,"WEST BRANCH","MI",44.27,-84.23,5103,8860,127328401
"34912",49460,"WEST OLIVE","MI",42.91,-86.12,3750,7158,155865741
"34913",48894,"WESTPHALIA","MI",42.92,-84.79,1053,2033,39758498
"34914",49895,"WETMORE","MI",46.38,-86.62,403,716,10198283
"34915",48662,"WHEELER","MI",43.41,-84.43,699,1293,19558167
"34916",49349,"WHITE CLOUD","MI",43.55,-85.77,3297,6013,79927025
"34917",49461,"WHITEHALL","MI",43.39,-86.34,4307,7813,151800562
"34919",49099,"WHITE PIGEON","MI",41.79,-85.64,2619,4678,79444073
"34921",48770,"WHITTEMORE","MI",44.23,-83.8,784,1435,16591453
"34922",49690,"WILLIAMSBURG","MI",44.76,-85.4,3126,5525,109910965
"34923",48895,"WILLIAMSTON","MI",42.68,-84.28,5438,9957,258270559
"34924",49896,"WILSON","MI",45.7,-87.45,717,1313,18619873
"34926",49799,"WOLVERINE","MI",45.27,-84.6,994,1785,19707790
"34927",48897,"WOODLAND","MI",42.72,-85.13,720,1345,22371437
"34928",49464,"ZEELAND","MI",42.81,-86.01,12237,23443,489954103
"34929",60002,"ANTIOCH","IL",42.47,-88.07,11753,21271,587737240
"34930",61001,"APPLE RIVER","IL",42.5,-90.09,552,985,13294962
"34931",60004,"ARLINGTON HEIGHTS","IL",42.09,-87.98,26586,46798,1560430403
"34932",60005,"ARLINGTON HEIGHTS","IL",42.09,-87.98,15155,25773,797251202
"34934",60007,"ELK GROVE VILLAGE","IL",42,-87.99,18554,31802,876217782
"34935",60008,"ROLLING MEADOWS","IL",42.07,-88.02,11631,20385,511564551
"34937",61006,"ASHTON","IL",41.86,-89.22,870,1533,26555543
"34938",61007,"BAILEYVILLE","IL",42.18,-89.59,264,492,8230610
"34941",61008,"BELVIDERE","IL",42.25,-88.84,15776,29482,636155997
"34942",60089,"BUFFALO GROVE","IL",42.16,-87.96,21901,39466,1356499180
"34943",61010,"BYRON","IL",42.12,-89.25,3858,7177,184441236
"34944",61011,"CALEDONIA","IL",42.4,-88.9,1434,2701,86963319
"34945",61012,"CAPRON","IL",42.39,-88.74,1035,1911,36484797
"34946",60013,"CARY","IL",42.2,-88.24,12825,24334,800085899
"34947",61013,"CEDARVILLE","IL",42.37,-89.63,359,655,11849743
"34948",61014,"CHADWICK","IL",42.01,-89.88,600,1081,17994066
"34949",61015,"CHANA","IL",41.99,-89.2,501,892,17971945
"34950",61016,"CHERRY VALLEY","IL",42.24,-88.96,2657,4719,122919865
"34952",60012,"CRYSTAL LAKE","IL",42.23,-88.33,5307,10180,400322638
"34953",60014,"CRYSTAL LAKE","IL",42.23,-88.33,23503,43312,1243152887
"34954",60039,"CRYSTAL LAKE","IL",42.23,-88.33,310,499,11289586
"34955",61018,"DAKOTA","IL",42.38,-89.52,546,1006,17620617
"34956",61019,"DAVIS","IL",42.42,-89.41,1668,3112,55956024
"34957",61020,"DAVIS JUNCTION","IL",42.1,-89.09,1256,2529,53214636
"34958",60015,"DEERFIELD","IL",42.16,-87.84,13796,25383,1289448440
"34959",60016,"DES PLAINES","IL",42.03,-87.9,30635,51984,1159724051
"34961",60018,"DES PLAINES","IL",42.03,-87.9,14334,25293,503483029
"34963",61021,"DIXON","IL",41.84,-89.47,10863,18516,357925073
"34964",61024,"DURAND","IL",42.43,-89.32,1298,2360,49407398
"34965",61025,"EAST DUBUQUE","IL",42.49,-90.63,2423,4267,82266023
"34967",61028,"ELIZABETH","IL",42.31,-90.22,1052,1785,27465757
"34968",60201,"EVANSTON","IL",42.04,-87.68,17517,28744,1250729546
"34969",60202,"EVANSTON","IL",42.04,-87.68,15769,25691,859140406
"34970",60203,"EVANSTON","IL",42.04,-87.68,2147,3859,145700936
"34971",60204,"EVANSTON","IL",42.04,-87.68,473,657,15831876
"34974",61030,"FORRESTON","IL",42.12,-89.57,1075,1963,31768862
"34975",60020,"FOX LAKE","IL",42.41,-88.18,4954,8024,202588695
"34976",60021,"FOX RIVER GROVE","IL",42.19,-88.21,2858,5162,161942608
"34977",61031,"FRANKLIN GROVE","IL",41.84,-89.3,813,1424,24824561
"34978",61032,"FREEPORT","IL",42.29,-89.63,14851,25273,447032832
"34979",61036,"GALENA","IL",42.42,-90.42,3561,6066,105797364
"34981",61038,"GARDEN PRAIRIE","IL",42.25,-88.73,657,1170,23929407
"34982",61039,"GERMAN VALLEY","IL",42.21,-89.48,397,756,15061557
"34983",60022,"GLENCOE","IL",42.13,-87.76,4281,7975,780571641
"34984",60025,"GLENVIEW","IL",42.07,-87.81,20192,36182,1384830990
"34985",60026,"GLENVIEW","IL",42.08,-87.82,6187,11243,554862658
"34986",60029,"GOLF","IL",42.05,-87.78,288,533,24816195
"34987",60030,"GRAYSLAKE","IL",42.34,-88.03,17662,32359,1033036933
"34988",60031,"GURNEE","IL",42.37,-87.93,18598,34042,1168779296
"34989",61041,"HANOVER","IL",42.25,-90.27,715,1176,15885089
"34990",61042,"HARMON","IL",41.71,-89.55,270,482,7626985
"34992",60033,"HARVARD","IL",42.42,-88.61,6498,11934,219079842
"34993",60034,"HEBRON","IL",42.47,-88.42,1009,1805,33092706
"34994",60035,"HIGHLAND PARK","IL",42.18,-87.8,15636,28252,1449265508
"34996",60040,"HIGHWOOD","IL",42.19,-87.8,2316,4259,87919042
"34998",60041,"INGLESIDE","IL",42.35,-88.15,4793,8326,199579091
"34999",60042,"ISLAND LAKE","IL",42.27,-88.2,4229,7500,196089463
"35000",60043,"KENILWORTH","IL",42.08,-87.71,1285,2371,287126507
"35002",60044,"LAKE BLUFF","IL",42.28,-87.85,5027,8879,462640895
"35003",60045,"LAKE FOREST","IL",42.23,-87.85,10692,19270,1872290119
"35004",60046,"LAKE VILLA","IL",42.41,-88.08,16281,30696,991164993
"35005",60047,"LAKE ZURICH","IL",42.19,-88.08,20189,38856,1903409595
"35006",61046,"LANARK","IL",42.1,-89.83,1481,2642,42856445
"35007",61047,"LEAF RIVER","IL",42.12,-89.4,881,1556,29624352
"35008",61048,"LENA","IL",42.38,-89.82,2161,3840,68291113
"35009",60048,"LIBERTYVILLE","IL",42.28,-87.96,14642,27042,1401537707
"35010",60069,"LINCOLNSHIRE","IL",42.19,-87.91,4251,7647,352866799
"35011",61049,"LINDENWOOD","IL",42.03,-89.02,276,488,10365728
"35013",60050,"MCHENRY","IL",42.34,-88.29,16310,29103,723817090
"35014",60051,"MCHENRY","IL",42.34,-88.29,11879,21238,560066437
"35015",61051,"MILLEDGEVILLE","IL",41.96,-89.77,833,1446,23604734
"35016",61052,"MONROE CENTER","IL",42.11,-89,590,1072,23346705
"35017",60053,"MORTON GROVE","IL",42.04,-87.78,12028,21139,528326060
"35018",61053,"MOUNT CARROLL","IL",42.09,-89.97,1460,2525,37373938
"35019",61054,"MOUNT MORRIS","IL",42.04,-89.43,1947,3327,55830411
"35020",60056,"MOUNT PROSPECT","IL",42.06,-87.93,27820,49568,1245776208
"35021",60060,"MUNDELEIN","IL",42.26,-88,18043,33334,960009057
"35022",60061,"VERNON HILLS","IL",42.23,-87.96,12726,23581,880937880
"35025",60062,"NORTHBROOK","IL",42.12,-87.83,21099,37511,1725218725
"35027",60064,"NORTH CHICAGO","IL",42.31,-87.85,6309,11143,151190022
"35029",60088,"GREAT LAKES","IL",42.3,-87.85,1821,3378,54910302
"35030",61060,"ORANGEVILLE","IL",42.46,-89.64,765,1351,22586784
"35031",61061,"OREGON","IL",42.01,-89.33,3545,6224,124752459
"35034",60067,"PALATINE","IL",42.11,-88.04,20692,36033,1416320879
"35035",60074,"PALATINE","IL",42.11,-88.04,18681,33175,815369950
"35036",60078,"PALATINE","IL",42.11,-88.04,279,457,8802908
"35039",60068,"PARK RIDGE","IL",42.01,-87.84,19295,34071,1223808284
"35040",61062,"PEARL CITY","IL",42.26,-89.82,930,1753,30943041
"35041",61063,"PECATONICA","IL",42.3,-89.35,1991,3595,77517368
"35042",61064,"POLO","IL",41.98,-89.57,1915,3304,57059982
"35043",61065,"POPLAR GROVE","IL",42.36,-88.82,4670,9106,204473461
"35044",60070,"PROSPECT HEIGHTS","IL",42.1,-87.92,7883,13923,336302462
"35045",60071,"RICHMOND","IL",42.48,-88.3,1961,3275,82900703
"35046",61067,"RIDOTT","IL",42.29,-89.47,399,703,12082388
"35047",60072,"RINGWOOD","IL",42.4,-88.29,481,890,25246976
"35048",61068,"ROCHELLE","IL",41.91,-89.06,6969,12360,229776078
"35049",61070,"ROCK CITY","IL",42.41,-89.47,511,965,18843503
"35050",61071,"ROCK FALLS","IL",41.77,-89.69,6933,12087,192487093
"35051",61101,"ROCKFORD","IL",42.27,-89.06,9028,15650,216110837
"35052",61102,"ROCKFORD","IL",42.27,-89.06,7985,14442,218649842
"35053",61103,"ROCKFORD","IL",42.27,-89.06,11198,18507,335991794
"35054",61104,"ROCKFORD","IL",42.27,-89.06,7673,12994,169779061
"35057",61107,"ROCKFORD","IL",42.27,-89.06,15157,25807,634577155
"35058",61108,"ROCKFORD","IL",42.27,-89.06,14143,24122,460930070
"35059",61109,"ROCKFORD","IL",42.27,-89.06,12910,22512,425612732
"35061",61111,"LOVES PARK","IL",42.33,-89.01,11510,19706,438082240
"35063",61114,"ROCKFORD","IL",42.27,-89.06,8040,14122,393482620
"35064",61115,"MACHESNEY PARK","IL",42.36,-89.03,11056,19647,393038224
"35065",61125,"ROCKFORD","IL",42.27,-89.06,270,408,8427726
"35066",61126,"ROCKFORD","IL",42.27,-89.06,283,454,8233339
"35069",61132,"LOVES PARK","IL",42.33,-89.01,288,441,7531683
"35070",61072,"ROCKTON","IL",42.44,-89.06,5332,10059,254387419
"35071",61073,"ROSCOE","IL",42.41,-89,9583,18117,493509756
"35072",60073,"ROUND LAKE","IL",42.34,-88.11,25456,48769,1101138102
"35074",61074,"SAVANNA","IL",42.09,-90.13,2295,3840,57039319
"35075",61075,"SCALES MOUND","IL",42.47,-90.25,535,935,14452565
"35077",61078,"SHANNON","IL",42.15,-89.74,707,1256,20368994
"35079",60076,"SKOKIE","IL",42.03,-87.73,16726,29619,714881611
"35080",60077,"SKOKIE","IL",42.03,-87.73,13023,22093,481658989
"35081",61080,"SOUTH BELOIT","IL",42.48,-89.03,4857,8878,193089401
"35082",60081,"SPRING GROVE","IL",42.44,-88.24,4684,8813,262385519
"35083",61081,"STERLING","IL",41.79,-89.69,10835,18732,348525244
"35084",61084,"STILLMAN VALLEY","IL",42.1,-89.17,1539,2882,71543778
"35085",61085,"STOCKTON","IL",42.35,-90,1742,2996,45628862
"35087",60083,"WADSWORTH","IL",42.43,-87.92,4506,8248,305283868
"35088",61087,"WARREN","IL",42.49,-89.99,836,1469,24272693
"35089",60084,"WAUCONDA","IL",42.26,-88.13,8042,14627,411713860
"35090",60079,"WAUKEGAN","IL",42.37,-87.86,569,931,14368629
"35091",60085,"WAUKEGAN","IL",42.37,-87.86,28366,52409,826505273
"35092",60087,"WAUKEGAN","IL",42.37,-87.86,12601,22691,441865719
"35093",60090,"WHEELING","IL",42.13,-87.92,18847,32722,755842113
"35094",60091,"WILMETTE","IL",42.07,-87.72,13476,25015,1647359920
"35095",61088,"WINNEBAGO","IL",42.26,-89.24,2970,5599,136658565
"35096",60093,"WINNETKA","IL",42.1,-87.74,10053,18384,1762949665
"35097",61089,"WINSLOW","IL",42.49,-89.79,434,771,12301034
"35098",60096,"WINTHROP HARBOR","IL",42.47,-87.82,3581,6345,159026559
"35099",60097,"WONDER LAKE","IL",42.38,-88.36,5381,9614,222257625
"35100",60098,"WOODSTOCK","IL",42.31,-88.43,15498,27641,702961237
"35102",60099,"ZION","IL",42.45,-87.84,13723,24758,481870634
"35103",54405,"ABBOTSFORD","WI",44.94,-90.31,1368,2501,40546683
"35104",54101,"ABRAMS","WI",44.78,-88.06,1322,2449,58444102
"35105",53910,"ADAMS","WI",43.95,-89.81,1540,2642,35556215
"35107",53001,"ADELL","WI",43.62,-87.94,1005,1821,39663666
"35109",53502,"ALBANY","WI",42.7,-89.43,1167,2097,46353488
"35110",54201,"ALGOMA","WI",44.6,-87.44,2665,4577,79876595
"35111",53002,"ALLENTON","WI",43.47,-88.35,1197,2104,49326398
"35112",54909,"ALMOND","WI",44.26,-89.4,977,1773,31134208
"35113",54102,"AMBERG","WI",45.5,-88,423,732,8560502
"35114",54406,"AMHERST","WI",44.44,-89.28,1685,3079,63650945
"35115",54407,"AMHERST JUNCTION","WI",44.46,-89.31,760,1371,28729003
"35116",54408,"ANIWA","WI",45.01,-89.2,554,979,19213470
"35117",54409,"ANTIGO","WI",45.14,-89.15,6388,11005,182534975
